GPS Time;Q1;Q2;Q3;Q4;UTC;Sats;Lat;Lon;Elev;Intv;...12;Camera A;...14;Camera B;...16;ground_elev;AGL;Roll;Pitch;Yaw
103126842;0,4195;-0,5674;0,5635;0,4295;2024-09-02 04:38:28.842;16;-20,37969446;32,23474884;810,2572;;;Sango_R_A__00216_D1_02092024.JPG;;Sango_L_B__00215_D1_02092024.JPG;337;450;360,2572;178,3581354;73,78992831;-90,83738133
103129841;0,4147;-0,5702;0,5599;0,4353;2024-09-02 04:38:31.841;16;-20,37969086;32,23583672;808,3506;2,999;;Sango_R_A__00217_D1_02092024.JPG;;Sango_L_B__00216_D1_02092024.JPG;3;448;360,3506;176,9999915;73,88820032;-91,21192112
103132842;0,4189;-0,5669;0,5617;0,433;2024-09-02 04:38:34.842;16;-20,37969213;32,23693445;805,8238;3,001;;Sango_R_A__00218_D1_02092024.JPG;;Sango_L_B__00217_D1_02092024.JPG;3;448;357,8238;177,5993974;74,08575166;-91,28394162
103135841;0,4168;-0,57;0,5628;0,4297;2024-09-02 04:38:37.841;16;-20,37969078;32,23803321;805,3967;2,999;;Sango_R_A__00219_D1_02092024.JPG;;Sango_L_B__00218_D1_02092024.JPG;3;446;359,3967;178,2776137;73,53645432;-90,55873698
103138843;0,4176;-0,569;0,5594;0,4347;2024-09-02 04:38:40.843;16;-20,37967867;32,23913708;803,708;3,002;;Sango_R_A__00220_D1_02092024.JPG;;Sango_L_B__00219_D1_02092024.JPG;3;445;358,708;177,6716909;74,12440574;-90,7836989
103141843;0,4159;-0,5715;0,5602;0,432;2024-09-02 04:38:43.843;16;-20,37967672;32,24024119;802,1776;3;;Sango_R_A__00221_D1_02092024.JPG;;Sango_L_B__00220_D1_02092024.JPG;3;443;359,1776;178,23804;73,68231053;-90,17597886
103144842;0,418;-0,5699;0,5614;0,4306;2024-09-02 04:38:46.842;16;-20,37968812;32,24133985;799,6117;2,999;;Sango_R_A__00222_D1_02092024.JPG;;Sango_L_B__00221_D1_02092024.JPG;3;444;355,6117;178,5585132;73,74712252;-90,22031886
103147843;0,4164;-0,5697;0,5613;0,4325;2024-09-02 04:38:49.843;16;-20,37969854;32,24243896;796,4994;3,001;;Sango_R_A__00223_D1_02092024.JPG;;Sango_L_B__00222_D1_02092024.JPG;3;443;353,4994;177,727521;73,77719778;-90,85455389
103150842;0,4162;-0,5694;0,5602;0,4343;2024-09-02 04:38:52.842;16;-20,37971514;32,24353841;793,8065;2,999;;Sango_R_A__00224_D1_02092024.JPG;;Sango_L_B__00223_D1_02092024.JPG;3;441;352,8065;177,3836616;73,94720126;-91,03654374
103153842;0,4172;-0,5691;0,5612;0,4325;2024-09-02 04:38:55.842;16;-20,37974229;32,24463098;792,7818;3;;Sango_R_A__00225_D1_02092024.JPG;;Sango_L_B__00224_D1_02092024.JPG;3;442;350,7818;177,8180287;73,86339219;-90,83934381
103156841;0,4171;-0,5712;0,5605;0,4309;2024-09-02 04:38:58.841;16;-20,37978079;32,24571084;791,8504;2,999;;Sango_R_A__00226_D1_02092024.JPG;;Sango_L_B__00225_D1_02092024.JPG;3;441;350,8504;178,6649177;73,68982728;-89,91701394
103159842;0,418;-0,5644;0,5635;0,4349;2024-09-02 04:39:01.842;16;-20,37982017;32,24678134;790,7465;3,001;;Sango_R_A__00227_D1_02092024.JPG;;Sango_L_B__00226_D1_02092024.JPG;3;437;353,7465;176,1553199;74,16621737;-92,81495735
103162843;0,4165;-0,5693;0,5622;0,4317;2024-09-02 04:39:04.843;16;-20,37984075;32,24784309;789,4679;3,001;;Sango_R_A__00228_D1_02092024.JPG;;Sango_L_B__00227_D1_02092024.JPG;3;437;352,4679;177,7168968;73,70669682;-90,99236034
103165842;0,4167;-0,5688;0,5598;0,4352;2024-09-02 04:39:07.842;16;-20,3798332;32,24889788;787,8598;2,999;;Sango_R_A__00229_D1_02092024.JPG;;Sango_L_B__00228_D1_02092024.JPG;3;439;348,8598;177,2381015;74,08538866;-91,17085311
103168843;0,4164;-0,5697;0,5594;0,4348;2024-09-02 04:39:10.843;16;-20,37983477;32,24995098;786,8424;3,001;;Sango_R_A__00230_D1_02092024.JPG;;Sango_L_B__00229_D1_02092024.JPG;3;438;348,8424;177,5001471;74,01839638;-90,83922196
103171842;0,4178;-0,566;0,5628;0,434;2024-09-02 04:39:13.842;16;-20,37984669;32,25099879;786,2754;2,999;;Sango_R_A__00231_D1_02092024.JPG;;Sango_L_B__00230_D1_02092024.JPG;3;438;348,2754;176,7518051;74,06034882;-92,12580512
103174843;0,4158;-0,5713;0,5617;0,4305;2024-09-02 04:39:16.843;16;-20,37984604;32,25204245;784,9702;3,001;;Sango_R_A__00232_D1_02092024.JPG;;Sango_L_B__00231_D1_02092024.JPG;3;438;346,9702;178,2775053;73,51480496;-90,31571707
103177843;0,4175;-0,5685;0,5608;0,4336;2024-09-02 04:39:19.843;16;-20,37982638;32,25308253;783,9249;3;;Sango_R_A__00233_D1_02092024.JPG;;Sango_L_B__00232_D1_02092024.JPG;3;437;346,9249;177,5819961;74,00115637;-91,04093474
103180842;0,416;-0,5702;0,5599;0,434;2024-09-02 04:39:22.842;16;-20,37981287;32,25412808;782,2829;2,999;;Sango_R_A__00234_D1_02092024.JPG;;Sango_L_B__00233_D1_02092024.JPG;3;438;344,2829;177,6064978;73,89262507;-90,75584741
103183842;0,4166;-0,5701;0,5613;0,4316;2024-09-02 04:39:25.842;16;-20,37980615;32,25518257;778,8889;3;;Sango_R_A__00235_D1_02092024.JPG;;Sango_L_B__00234_D1_02092024.JPG;3;438;340,8889;178,0570308;73,71441639;-90,56534359
103186842;0,4173;-0,566;0,5636;0,4334;2024-09-02 04:39:28.842;16;-20,37979116;32,25624649;775,4721;3;;Sango_R_A__00236_D1_02092024.JPG;;Sango_L_B__00235_D1_02092024.JPG;3;438;337,4721;176,6525603;73,94830405;-92,27695433
103189843;0,4174;-0,5698;0,5606;0,4322;2024-09-02 04:39:31.843;16;-20,37975532;32,25732276;772,6545;3,001;;Sango_R_A__00237_D1_02092024.JPG;;Sango_L_B__00236_D1_02092024.JPG;3;439;333,6545;178,1630403;73,85448997;-90,44803914
103192842;0,4143;-0,5691;0,5624;0,4337;2024-09-02 04:39:34.842;16;-20,37971453;32,2584049;770,0156;2,999;;Sango_R_A__00238_D1_02092024.JPG;;Sango_L_B__00237_D1_02092024.JPG;3;444;326,0156;176,6796161;73,68454612;-91,80956483
103195843;0,4153;-0,569;0,5626;0,4328;2024-09-02 04:39:37.843;16;-20,37965772;32,2594939;768,4803;3,001;;Sango_R_A__00239_D1_02092024.JPG;;Sango_L_B__00238_D1_02092024.JPG;3;443;325,4803;177,0661467;73,68975169;-91,55050976
103198843;0,4155;-0,5691;0,5623;0,4328;2024-09-02 04:39:40.843;16;-20,37957859;32,26058231;767,1025;3;;Sango_R_A__00240_D1_02092024.JPG;;Sango_L_B__00239_D1_02092024.JPG;3;439;328,1025;177,1784501;73,71373767;-91,42663136
103201842;0,4149;-0,549;0,5603;0,4609;2024-09-02 04:39:43.842;16;-20,37948051;32,26166866;765,9072;2,999;;Sango_R_A__00241_D1_02092024.JPG;;Sango_L_B__00240_D1_02092024.JPG;3;439;326,9072;165,2108478;76,19046445;-102,7862696
103204843;0,4178;-0,5687;0,5627;0,4306;2024-09-02 04:39:46.843;16;-20,37937176;32,2627516;765,459;3,001;;Sango_R_A__00242_D1_02092024.JPG;;Sango_L_B__00241_D1_02092024.JPG;3;437;328,459;178,0794873;73,72616217;-90,83239438
103207842;0,4183;-0,5698;0,5593;0,433;2024-09-02 04:39:49.842;16;-20,37928081;32,26382862;766,1668;2,999;;Sango_R_A__00243_D1_02092024.JPG;;Sango_L_B__00242_D1_02092024.JPG;3;436;330,1668;178,4047907;74,02938277;-90,13714452
103210841;0,4153;-0,5719;0,5583;0,4345;2024-09-02 04:39:52.841;16;-20,37922127;32,26489365;767,5975;2,999;;Sango_R_A__00244_D1_02092024.JPG;;Sango_L_B__00243_D1_02092024.JPG;3;438;329,5975;177,9068158;73,87819175;-90,1950734
103213842;0,4158;-0,5733;0,5578;0,4328;2024-09-02 04:39:55.842;16;-20,37919757;32,26595173;768,0123;3,001;;Sango_R_A__00245_D1_02092024.JPG;;Sango_L_B__00244_D1_02092024.JPG;3;439;329,0123;178,7552584;73,75955694;-89,36370346
103216842;0,4146;-0,5714;0,5574;0,437;2024-09-02 04:39:58.842;16;-20,37919464;32,26700884;767,8535;3;;Sango_R_A__00246_D1_02092024.JPG;;Sango_L_B__00245_D1_02092024.JPG;3;442;325,8535;177,2113104;74,05939389;-90,68271955
103219842;0,4117;-0,5772;0,5538;0,4366;2024-09-02 04:40:01.842;16;-20,37922051;32,26806411;767,462;3;;Sango_R_A__00247_D1_02092024.JPG;;Sango_L_B__00246_D1_02092024.JPG;3;439;328,462;178,2981061;73,74758531;-88,90612065
103222842;0,4166;-0,5703;0,5611;0,4318;2024-09-02 04:40:04.842;16;-20,37926777;32,26912241;766,7791;3;;Sango_R_A__00248_D1_02092024.JPG;;Sango_L_B__00247_D1_02092024.JPG;3;438;328,7791;178,0793257;73,72768344;-90,50846477
103225841;0,4164;-0,5697;0,5616;0,432;2024-09-02 04:40:07.841;16;-20,37930091;32,27017938;766,2798;2,999;;Sango_R_A__00249_D1_02092024.JPG;;Sango_L_B__00248_D1_02092024.JPG;3;437;329,2798;177,7954953;73,73044495;-90,83273613
103228843;0,4175;-0,5682;0,5627;0,4315;2024-09-02 04:40:10.843;16;-20,3793174;32,27123206;766,1372;3,002;;Sango_R_A__00250_D1_02092024.JPG;;Sango_L_B__00249_D1_02092024.JPG;3;440;326,1372;177,7086233;73,7867857;-91,16280292
103231842;0,4175;-0,5689;0,5613;0,4325;2024-09-02 04:40:13.842;16;-20,37932185;32,27228622;765,9334;2,999;;Sango_R_A__00251_D1_02092024.JPG;;Sango_L_B__00250_D1_02092024.JPG;3;436;329,9334;177,8332992;73,88762736;-90,85892543
103234843;0,4168;-0,5698;0,5609;0,4324;2024-09-02 04:40:16.843;16;-20,3793221;32,27333756;765,5991;3,001;;Sango_R_A__00252_D1_02092024.JPG;;Sango_L_B__00251_D1_02092024.JPG;3;436;329,5991;177,9275943;73,81266943;-90,65448064
103237842;0,4173;-0,5688;0,5616;0,4322;2024-09-02 04:40:19.842;16;-20,37932814;32,27438747;764,7081;2,999;;Sango_R_A__00253_D1_02092024.JPG;;Sango_L_B__00252_D1_02092024.JPG;3;436;328,7081;177,7902883;73,84501571;-90,93067318
103240843;0,4173;-0,5689;0,5615;0,4324;2024-09-02 04:40:22.843;16;-20,37933235;32,27543622;764,3619;3,001;;Sango_R_A__00254_D1_02092024.JPG;;Sango_L_B__00253_D1_02092024.JPG;3;438;326,3619;177,7776619;73,85800298;-90,92028312
103243842;0,416;-0,5709;0,5603;0,4325;2024-09-02 04:40:25.842;16;-20,37933636;32,2764814;765,2605;2,999;;Sango_R_A__00255_D1_02092024.JPG;;Sango_L_B__00254_D1_02092024.JPG;3;438;327,2605;178,0201307;73,74428882;-90,41133003
103246842;0,4162;-0,571;0,5603;0,4322;2024-09-02 04:40:28.842;16;-20,3793523;32,27752164;766,0185;3;;Sango_R_A__00256_D1_02092024.JPG;;Sango_L_B__00255_D1_02092024.JPG;3;441;325,0185;178,1540206;73,73357672;-90,3005891
103249843;0,4159;-0,5695;0,5614;0,4329;2024-09-02 04:40:31.843;16;-20,37936644;32,27856051;765,3088;3,001;;Sango_R_A__00257_D1_02092024.JPG;;Sango_L_B__00256_D1_02092024.JPG;3;439;326,3088;177,4665729;73,77363976;-91,08063424
103252842;0,4166;-0,5691;0,5611;0,4332;2024-09-02 04:40:34.842;16;-20,37937048;32,27959688;765,1228;2,999;;Sango_R_A__00258_D1_02092024.JPG;;Sango_L_B__00257_D1_02092024.JPG;3;439;326,1228;177,5314421;73,8729288;-91,0449178
103255842;0,4177;-0,5685;0,562;0,4319;2024-09-02 04:40:37.842;16;-20,37937379;32,28063045;765,1255;3;;Sango_R_A__00259_D1_02092024.JPG;;Sango_L_B__00258_D1_02092024.JPG;3;441;324,1255;177,8308583;73,84650392;-90,97124316
103258843;0,4176;-0,57;0,5599;0,4328;2024-09-02 04:40:40.843;16;-20,37938443;32,28165986;765,5065;3,001;;Sango_R_A__00260_D1_02092024.JPG;;Sango_L_B__00259_D1_02092024.JPG;3;444;321,5065;178,2226854;73,93130472;-90,31339059
103261843;0,4176;-0,5701;0,5612;0,4308;2024-09-02 04:40:43.843;16;-20,37941237;32,28268028;765,6557;3;;Sango_R_A__00261_D1_02092024.JPG;;Sango_L_B__00260_D1_02092024.JPG;3;445;320,6557;178,4896036;73,73407943;-90,23122875
103264843;0,4163;-0,5695;0,5619;0,432;2024-09-02 04:40:46.843;16;-20,37944285;32,28370117;764,5356;3;;Sango_R_A__00262_D1_02092024.JPG;;Sango_L_B__00261_D1_02092024.JPG;3;445;319,5356;177,6868026;73,71812925;-90,9645789
103267842;0,4181;-0,5663;0,5638;0,432;2024-09-02 04:40:49.842;16;-20,37945895;32,28472824;763,6348;2,999;;Sango_R_A__00263_D1_02092024.JPG;;Sango_L_B__00262_D1_02092024.JPG;3;448;315,6348;177,1940186;73,89086566;-91,85695673
103270843;0,4185;-0,5673;0,5633;0,431;2024-09-02 04:40:52.843;16;-20,3794614;32,28575513;764,009;3,001;;Sango_R_A__00264_D1_02092024.JPG;;Sango_L_B__00263_D1_02092024.JPG;3;446;318,009;177,7905683;73,83353821;-91,25457237
103273842;0,4187;-0,5693;0,5641;0,4271;2024-09-02 04:40:55.842;16;-20,37946085;32,28677813;762,488;2,999;;Sango_R_A__00265_D1_02092024.JPG;;Sango_L_B__00264_D1_02092024.JPG;3;447;315,488;178,9688215;73,463672;-90,24377925
103276843;0,417;-0,5695;0,5618;0,4314;2024-09-02 04:40:58.843;16;-20,37945091;32,28781123;759,5181;3,001;;Sango_R_A__00266_D1_02092024.JPG;;Sango_L_B__00265_D1_02092024.JPG;3;442;317,5181;178,0037178;73,73143337;-90,71711455
103279842;0,4168;-0,5684;0,5621;0,4327;2024-09-02 04:41:01.842;16;-20,37942234;32,28885514;757,2234;2,999;;Sango_R_A__00267_D1_02092024.JPG;;Sango_L_B__00266_D1_02092024.JPG;3;437;320,2234;177,4009448;73,83684282;-91,31429456
103282845;0,4173;-0,5699;0,5598;0,4332;2024-09-02 04:41:04.845;16;-20,37939548;32,28990347;756,3812;3,003;;Sango_R_A__00268_D1_02092024.JPG;;Sango_L_B__00267_D1_02092024.JPG;3;439;317,3812;178,0576797;73,946819;-90,43782106
103285842;0,418;-0,5681;0,5611;0,4333;2024-09-02 04:41:07.842;16;-20,37937892;32,29094853;755,9287;2,997;;Sango_R_A__00269_D1_02092024.JPG;;Sango_L_B__00268_D1_02092024.JPG;3;440;315,9287;177,6441528;74,0189982;-91,06562561
103288842;0,4174;-0,5709;0,5609;0,4304;2024-09-02 04:41:10.842;16;-20,37938787;32,2919886;756,3019;3;;Sango_R_A__00270_D1_02092024.JPG;;Sango_L_B__00269_D1_02092024.JPG;3;440;316,3019;178,7291238;73,67191536;-89,93955303
103291842;0,4157;-0,5712;0,5594;0,4336;2024-09-02 04:41:13.842;16;-20,37940704;32,29302852;754,7697;3;;Sango_R_A__00271_D1_02092024.JPG;;Sango_L_B__00270_D1_02092024.JPG;3;439;315,7697;177,8983181;73,8253594;-90,38285057
103294841;0,4149;-0,5717;0,5593;0,4339;2024-09-02 04:41:16.841;16;-20,37942839;32,29407422;753,2939;2,999;;Sango_R_A__00272_D1_02092024.JPG;;Sango_L_B__00271_D1_02092024.JPG;3;441;312,2939;177,7515839;73,77308719;-90,4311248
103297843;0,4165;-0,5696;0,5618;0,4318;2024-09-02 04:41:19.843;16;-20,3794453;32,29511807;752,9566;3,002;;Sango_R_A__00273_D1_02092024.JPG;;Sango_L_B__00272_D1_02092024.JPG;3;442;310,9566;177,8139302;73,71904751;-90,84902634
103300842;0,4171;-0,569;0,5604;0,4339;2024-09-02 04:41:22.842;16;-20,37944684;32,29615737;752,8035;2,999;;Sango_R_A__00274_D1_02092024.JPG;;Sango_L_B__00273_D1_02092024.JPG;3;436;316,8035;177,5780788;73,99031078;-90,95228573
103303842;0,4164;-0,5703;0,559;0,4346;2024-09-02 04:41:25.842;16;-20,37945473;32,29719288;752,6233;3;;Sango_R_A__00275_D1_02092024.JPG;;Sango_L_B__00274_D1_02092024.JPG;3;438;314,6233;177,7262777;73,99763796;-90,56680875
103306846;0,4165;-0,5723;0,5571;0,4344;2024-09-02 04:41:28.846;16;-20,37948309;32,29822781;752,1238;3,004;;Sango_R_A__00276_D1_02092024.JPG;;Sango_L_B__00275_D1_02092024.JPG;3;444;308,1238;178,4869575;73,99085421;-89,59786424
103309842;0,4169;-0,572;0,5588;0,4322;2024-09-02 04:41:31.842;16;-20,37954196;32,29926133;751,4277;2,996;;Sango_R_A__00277_D1_02092024.JPG;;Sango_L_B__00276_D1_02092024.JPG;3;442;309,4277;178,7481862;73,80583466;-89,6024205
103312846;0,4166;-0,5707;0,5587;0,4343;2024-09-02 04:41:34.846;16;-20,37961754;32,3002995;749,5828;3,004;;Sango_R_A__00278_D1_02092024.JPG;;Sango_L_B__00277_D1_02092024.JPG;3;438;311,5828;177,9682611;73,98785754;-90,31325471
103315842;0,4154;-0,5723;0,5574;0,435;2024-09-02 04:41:37.842;16;-20,37971314;32,30133813;750,0183;2,996;;Sango_R_A__00279_D1_02092024.JPG;;Sango_L_B__00278_D1_02092024.JPG;3;436;314,0183;178,0377459;73,94255844;-89,96588586
103364035;0,4363;-0,5526;0,5767;0,4144;2024-09-02 04:42:26.035;16;-20,37661626;32,30152301;735,4693;48,193;;Sango_R_A__00280_D1_02092024.JPG;;Sango_L_B__00279_D1_02092024.JPG;48;436;299,4693;-179,1215593;73,9850925;-91,7833086
103367035;0,4396;-0,5427;0,5844;0,4132;2024-09-02 04:42:29.035;16;-20,37675329;32,30041006;735,5956;3;;Sango_R_A__00281_D1_02092024.JPG;;Sango_L_B__00280_D1_02092024.JPG;3;442;293,5956;178,7773949;74,20964321;-95,16250606
103370036;0,4415;-0,5397;0,5818;0,4186;2024-09-02 04:42:32.036;16;-20,3768184;32,29929051;735,3082;3,001;;Sango_R_A__00282_D1_02092024.JPG;;Sango_L_B__00281_D1_02092024.JPG;3;438;297,3082;177,6778612;74,9385748;-96,07959827
103373035;0,4399;-0,5456;0,5874;0,4046;2024-09-02 04:42:35.035;16;-20,37680375;32,29817295;735,4473;2,999;;Sango_R_A__00283_D1_02092024.JPG;;Sango_L_B__00282_D1_02092024.JPG;3;440;295,4473;-179,0579218;73,40748518;-93,52342702
103376035;0,4388;-0,5405;0,5875;0,4124;2024-09-02 04:42:38.035;16;-20,37675067;32,29705688;734,2519;3;;Sango_R_A__00284_D1_02092024.JPG;;Sango_L_B__00283_D1_02092024.JPG;3;442;292,2519;177,867662;74,04449306;-96,38009847
103379035;0,4384;-0,5414;0,5877;0,4114;2024-09-02 04:42:41.035;16;-20,37671693;32,2959357;733,6149;3;;Sango_R_A__00285_D1_02092024.JPG;;Sango_L_B__00284_D1_02092024.JPG;3;433;300,6149;178,1683801;73,9058661;-96,07424109
103382035;0,4375;-0,5441;0,5856;0,4118;2024-09-02 04:42:44.035;16;-20,37669703;32,29480914;732,8094;3;;Sango_R_A__00286_D1_02092024.JPG;;Sango_L_B__00285_D1_02092024.JPG;3;441;291,8094;178,719723;73,85507721;-95,16991576
103385036;0,438;-0,5418;0,5877;0,4113;2024-09-02 04:42:47.036;16;-20,376677;32,29367726;732,5224;3,001;;Sango_R_A__00287_D1_02092024.JPG;;Sango_L_B__00286_D1_02092024.JPG;3;438;294,5224;178,1812551;73,85430792;-96,0210985
103388035;0,4384;-0,5419;0,5862;0,4129;2024-09-02 04:42:50.035;16;-20,37666501;32,2925428;732,1653;2,999;;Sango_R_A__00288_D1_02092024.JPG;;Sango_L_B__00287_D1_02092024.JPG;3;440;292,1653;178,1340873;74,05229823;-95,90510539
103391035;0,4375;-0,5429;0,5859;0,413;2024-09-02 04:42:53.035;16;-20,37665541;32,29140996;731,9862;3;;Sango_R_A__00289_D1_02092024.JPG;;Sango_L_B__00288_D1_02092024.JPG;3;439;292,9862;178,1500559;73,96709006;-95,75634217
103394035;0,4387;-0,5404;0,5857;0,4153;2024-09-02 04:42:56.035;16;-20,37664932;32,29027861;732,3939;3;;Sango_R_A__00290_D1_02092024.JPG;;Sango_L_B__00289_D1_02092024.JPG;3;435;297,3939;177,3855539;74,31049655;-96,58863098
103397035;0,4394;-0,5398;0,5879;0,4122;2024-09-02 04:42:59.035;16;-20,37664173;32,2891536;732,9011;3;;Sango_R_A__00291_D1_02092024.JPG;;Sango_L_B__00290_D1_02092024.JPG;3;439;293,9011;177,8498207;74,0841884;-96,50757085
103400036;0,4406;-0,5389;0,5877;0,4124;2024-09-02 04:43:02.036;16;-20,37661302;32,28803367;734,5413;3,001;;Sango_R_A__00292_D1_02092024.JPG;;Sango_L_B__00291_D1_02092024.JPG;3;446;288,5413;177,9216841;74,22982332;-96,53330892
103403036;0,4409;-0,5389;0,5881;0,4115;2024-09-02 04:43:05.036;16;-20,37656677;32,28692539;734,8543;3;;Sango_R_A__00293_D1_02092024.JPG;;Sango_L_B__00292_D1_02092024.JPG;3;445;289,8543;178,1497957;74,17548287;-96,39813141
103406035;0,4399;-0,5395;0,5899;0,4091;2024-09-02 04:43:08.035;16;-20,37649733;32,28582392;735,6692;2,999;;Sango_R_A__00294_D1_02092024.JPG;;Sango_L_B__00293_D1_02092024.JPG;3;447;288,6692;178,3518075;73,84089344;-96,34876625
103409035;0,4398;-0,5409;0,5889;0,4088;2024-09-02 04:43:11.035;16;-20,3764243;32,28472532;735,6852;3;;Sango_R_A__00295_D1_02092024.JPG;;Sango_L_B__00294_D1_02092024.JPG;3;443;292,6852;178,827061;73,8044818;-95,74629436
103412036;0,4387;-0,5412;0,5872;0,4121;2024-09-02 04:43:14.036;16;-20,3763639;32,28362017;735,6207;3,001;;Sango_R_A__00296_D1_02092024.JPG;;Sango_L_B__00295_D1_02092024.JPG;3;441;294,6207;178,1031522;74,00388299;-96,09835294
103415036;0,4384;-0,5387;0,5901;0,4115;2024-09-02 04:43:17.036;16;-20,37632037;32,28250696;735,7117;3;;Sango_R_A__00297_D1_02092024.JPG;;Sango_L_B__00296_D1_02092024.JPG;3;437;298,7117;177,2458271;73,9053443;-97,2863608
103418035;0,4377;-0,5391;0,588;0,4147;2024-09-02 04:43:20.035;16;-20,37629265;32,2813924;735,5426;2,999;;Sango_R_A__00298_D1_02092024.JPG;;Sango_L_B__00297_D1_02092024.JPG;3;441;294,5426;176,694009;74,13990727;-97,46639141
103421035;0,4394;-0,5401;0,5869;0,4133;2024-09-02 04:43:23.035;16;-20,3762783;32,28027618;735,6841;3;;Sango_R_A__00299_D1_02092024.JPG;;Sango_L_B__00298_D1_02092024.JPG;3;441;294,6841;177,7932576;74,18934848;-96,42452887
103424035;0,4394;-0,5407;0,5887;0,4098;2024-09-02 04:43:26.035;16;-20,37625959;32,27916215;736,3851;3;;Sango_R_A__00300_D1_02092024.JPG;;Sango_L_B__00299_D1_02092024.JPG;3;441;295,3851;178,4888998;73,85726387;-96,00303887
103427035;0,4393;-0,5452;0,5862;0,4077;2024-09-02 04:43:29.035;16;-20,3762451;32,2780455;737,483;3;;Sango_R_A__00301_D1_02092024.JPG;;Sango_L_B__00300_D1_02092024.JPG;3;441;296,483;-179,791452;73,64130503;-93,99465447
103430036;0,4398;-0,5393;0,5882;0,4121;2024-09-02 04:43:32.036;16;-20,37623599;32,27693266;738,1482;3,001;;Sango_R_A__00302_D1_02092024.JPG;;Sango_L_B__00301_D1_02092024.JPG;3;441;297,1482;177,817455;74,11236989;-96,6148657
103433035;0,4389;-0,5422;0,5871;0,4106;2024-09-02 04:43:35.035;16;-20,37622768;32,27582066;738,4039;2,999;;Sango_R_A__00303_D1_02092024.JPG;;Sango_L_B__00302_D1_02092024.JPG;3;443;295,4039;178,7232568;73,88654182;-95,51379556
103436035;0,4389;-0,5406;0,5868;0,4132;2024-09-02 04:43:38.035;16;-20,37622424;32,27470749;738,6775;3;;Sango_R_A__00304_D1_02092024.JPG;;Sango_L_B__00303_D1_02092024.JPG;3;441;297,6775;177,8215743;74,13174002;-96,33882615
103439035;0,4401;-0,5415;0,5866;0,4111;2024-09-02 04:43:41.035;16;-20,37622362;32,27359287;739,9593;3;;Sango_R_A__00305_D1_02092024.JPG;;Sango_L_B__00304_D1_02092024.JPG;3;441;298,9593;178,8163642;74,05671978;-95,47165223
103442035;0,4384;-0,5415;0,5877;0,4115;2024-09-02 04:43:44.035;16;-20,37621801;32,27247538;739,4842;3;;Sango_R_A__00306_D1_02092024.JPG;;Sango_L_B__00305_D1_02092024.JPG;3;440;299,4842;178,1623837;73,90740973;-96,06824474
103445035;0,4388;-0,5406;0,5874;0,4126;2024-09-02 04:43:47.035;16;-20,37621178;32,27134667;739,2957;3;;Sango_R_A__00307_D1_02092024.JPG;;Sango_L_B__00306_D1_02092024.JPG;3;437;302,2957;177,8528188;74,0572813;-96,37138767
103448035;0,4389;-0,5415;0,5867;0,4123;2024-09-02 04:43:50.035;16;-20,37620229;32,27021093;739,6416;3;;Sango_R_A__00308_D1_02092024.JPG;;Sango_L_B__00307_D1_02092024.JPG;3;438;301,6416;178,2358833;74,04230885;-95,91894554
103451035;0,4393;-0,5413;0,5862;0,4128;2024-09-02 04:43:53.035;16;-20,37618968;32,26907215;740,7088;3;;Sango_R_A__00309_D1_02092024.JPG;;Sango_L_B__00308_D1_02092024.JPG;3;439;301,7088;178,2432828;74,13512354;-95,88800236
103454035;0,4381;-0,5423;0,5866;0,4122;2024-09-02 04:43:56.035;16;-20,37617167;32,26793334;742,5596;3;;Sango_R_A__00310_D1_02092024.JPG;;Sango_L_B__00309_D1_02092024.JPG;3;442;300,5596;178,2527813;73,95043335;-95,80994941
103457035;0,4395;-0,5401;0,5875;0,4122;2024-09-02 04:43:59.035;16;-20,37615818;32,26679883;742,9087;3;;Sango_R_A__00311_D1_02092024.JPG;;Sango_L_B__00310_D1_02092024.JPG;3;439;303,9087;177,9945737;74,09868877;-96,32813068
103460035;0,4375;-0,542;0,5856;0,4147;2024-09-02 04:44:02.035;16;-20,37615451;32,26566263;744,2032;3;;Sango_R_A__00312_D1_02092024.JPG;;Sango_L_B__00311_D1_02092024.JPG;3;441;303,2032;177,6017583;74,12566094;-96,24005833
103463035;0,4381;-0,5419;0,5857;0,414;2024-09-02 04:44:05.035;16;-20,37615415;32,26452776;745,4977;3;;Sango_R_A__00313_D1_02092024.JPG;;Sango_L_B__00312_D1_02092024.JPG;3;438;307,4977;177,8743172;74,12418976;-96,05441847
103466035;0,4405;-0,5403;0,5885;0,4096;2024-09-02 04:44:08.035;16;-20,37614677;32,26339496;746,8413;3;;Sango_R_A__00314_D1_02092024.JPG;;Sango_L_B__00313_D1_02092024.JPG;3;441;305,8413;178,7369754;73,94904657;-95,84100707
103469035;0,4388;-0,5413;0,5873;0,4117;2024-09-02 04:44:11.035;16;-20,37612942;32,26226349;747,7435;3;;Sango_R_A__00315_D1_02092024.JPG;;Sango_L_B__00314_D1_02092024.JPG;3;440;307,7435;178,2274047;73,97688109;-96,00322378
103472035;0,4387;-0,5416;0,5865;0,4126;2024-09-02 04:44:14.035;16;-20,37610858;32,26112539;749,2048;3;;Sango_R_A__00316_D1_02092024.JPG;;Sango_L_B__00315_D1_02092024.JPG;3;438;311,2048;178,1687786;74,05263723;-95,93979675
