"GPS Time","Q1","Q2","Q3","Q4","UTC","Sats","Lat","Lon","Elev","Intv","...12","Camera A","...14","Camera B","...16","ground_elev","AGL"
189337434,0.4336,-0.5456,0.5832,0.4173,2024-09-03 04:35:19.434,16,-20.288244032,32.304609827,787.3524,3,NA,"Sango_R_A__03239_D2_03092024.JPG",NA,"Sango_L_B__03276_D2_03092024.JPG",3,452,335.3524
189340834,0.4295,-0.5535,0.5832,0.4111,2024-09-03 04:35:22.834,16,-20.288185698,32.303032916,780.953,3.4,NA,"Sango_R_A__03240_D2_03092024.JPG",NA,"Sango_L_B__03277_D2_03092024.JPG",3,450,330.953
189343834,0.4366,-0.546,0.5801,0.418,2024-09-03 04:35:25.834,16,-20.288155254,32.301638411,778.0546,3,NA,"Sango_R_A__03241_D2_03092024.JPG",NA,"Sango_L_B__03278_D2_03092024.JPG",3,450,328.0546
189346834,0.4353,-0.5349,0.5845,0.4276,2024-09-03 04:35:28.834,16,-20.28814314,32.300245154,776.7865,3,NA,"Sango_R_A__03242_D2_03092024.JPG",NA,"Sango_L_B__03279_D2_03092024.JPG",3,457,319.7865
189350233,0.4387,-0.5387,0.5839,0.4199,2024-09-03 04:35:32.233,16,-20.288127316,32.298676862,775.2521,3.399,NA,"Sango_R_A__03243_D2_03092024.JPG",NA,"Sango_L_B__03280_D2_03092024.JPG",3,453,322.2521
189353233,0.438,-0.5371,0.5849,0.4214,2024-09-03 04:35:35.233,16,-20.288119156,32.297293838,773.0429,3,NA,"Sango_R_A__03244_D2_03092024.JPG",NA,"Sango_L_B__03281_D2_03092024.JPG",3,454,319.0429
189356633,0.4331,-0.5449,0.5855,0.4155,2024-09-03 04:35:38.633,16,-20.288102843,32.295719681,770.6552,3.4,NA,"Sango_R_A__03245_D2_03092024.JPG",NA,"Sango_L_B__03282_D2_03092024.JPG",4,449,321.6552
189360034,0.4364,-0.5416,0.5839,0.4186,2024-09-03 04:35:42.034,16,-20.288075304,32.294151037,770.1559,3.401,NA,"Sango_R_A__03246_D2_03092024.JPG",NA,"Sango_L_B__03283_D2_03092024.JPG",3,452,318.1559
189363034,0.4337,-0.5511,0.587,0.4045,2024-09-03 04:35:45.034,16,-20.288062714,32.292776551,769.7935,3,NA,"Sango_R_A__03247_D2_03092024.JPG",NA,"Sango_L_B__03284_D2_03092024.JPG",3,456,313.7935
189366434,0.4359,-0.5467,0.5867,0.4085,2024-09-03 04:35:48.434,16,-20.28805476,32.291217534,767.6102,3.4,NA,"Sango_R_A__03248_D2_03092024.JPG",NA,"Sango_L_B__03285_D2_03092024.JPG",4,452,315.6102
189369434,0.4405,-0.5485,0.5821,0.4079,2024-09-03 04:35:51.434,16,-20.288023027,32.289829493,766.5844,3,NA,"Sango_R_A__03249_D2_03092024.JPG",NA,"Sango_L_B__03286_D2_03092024.JPG",3,455,311.5844
189372834,0.437,-0.5465,0.5844,0.4109,2024-09-03 04:35:54.834,16,-20.287976844,32.288263936,764.7318,3.4,NA,"Sango_R_A__03250_D2_03092024.JPG",NA,"Sango_L_B__03287_D2_03092024.JPG",3,453,311.7318
189375834,0.4358,-0.5408,0.5856,0.4179,2024-09-03 04:35:57.834,16,-20.287952297,32.286877169,763.1503,3,NA,"Sango_R_A__03251_D2_03092024.JPG",NA,"Sango_L_B__03288_D2_03092024.JPG",3,452,311.1503
189378834,0.4341,-0.5426,0.5866,0.416,2024-09-03 04:36:00.834,16,-20.287935814,32.28549561,762.6176,3,NA,"Sango_R_A__03252_D2_03092024.JPG",NA,"Sango_L_B__03289_D2_03092024.JPG",3,455,307.6176
189382233,0.438,-0.5441,0.5917,0.4025,2024-09-03 04:36:04.233,16,-20.287913851,32.283936663,762.0633,3.399,NA,"Sango_R_A__03253_D2_03092024.JPG",NA,"Sango_L_B__03290_D2_03092024.JPG",3,454,308.0633
189385633,0.4149,-0.5594,0.575,0.4293,2024-09-03 04:36:07.633,16,-20.287871749,32.282376674,762.5644,3.4,NA,"Sango_R_A__03254_D2_03092024.JPG",NA,"Sango_L_B__03291_D2_03092024.JPG",4,458,304.5644
189388633,0.4379,-0.5429,0.5867,0.4114,2024-09-03 04:36:10.633,16,-20.287824468,32.280995735,762.3301,3,NA,"Sango_R_A__03255_D2_03092024.JPG",NA,"Sango_L_B__03292_D2_03092024.JPG",3,453,309.3301
189392034,0.4233,-0.5521,0.578,0.4265,2024-09-03 04:36:14.034,16,-20.287771802,32.279433772,762.0636,3.401,NA,"Sango_R_A__03256_D2_03092024.JPG",NA,"Sango_L_B__03293_D2_03092024.JPG",3,454,308.0636
189395034,0.4394,-0.5391,0.5863,0.4154,2024-09-03 04:36:17.034,16,-20.287740121,32.278051419,761.7637,3,NA,"Sango_R_A__03257_D2_03092024.JPG",NA,"Sango_L_B__03294_D2_03092024.JPG",3,455,306.7637
189398434,0.4383,-0.5403,0.5892,0.4109,2024-09-03 04:36:20.434,16,-20.287720917,32.276486657,762.2126,3.4,NA,"Sango_R_A__03258_D2_03092024.JPG",NA,"Sango_L_B__03295_D2_03092024.JPG",4,456,306.2126
189401834,0.4385,-0.5407,0.5896,0.4096,2024-09-03 04:36:23.834,16,-20.287716796,32.274927888,762.7798,3.4,NA,"Sango_R_A__03259_D2_03092024.JPG",NA,"Sango_L_B__03296_D2_03092024.JPG",3,457,305.7798
189404834,0.4371,-0.5406,0.5865,0.4155,2024-09-03 04:36:26.834,16,-20.287718116,32.273547447,761.8264,3,NA,"Sango_R_A__03260_D2_03092024.JPG",NA,"Sango_L_B__03297_D2_03092024.JPG",3,457,304.8264
189408233,0.4375,-0.5429,0.5874,0.4109,2024-09-03 04:36:30.233,16,-20.287730629,32.271972061,763.0591,3.399,NA,"Sango_R_A__03261_D2_03092024.JPG",NA,"Sango_L_B__03298_D2_03092024.JPG",3,459,304.0591
189411233,0.4382,-0.5376,0.5848,0.4207,2024-09-03 04:36:33.233,16,-20.287748933,32.270587064,763.9751,3,NA,"Sango_R_A__03262_D2_03092024.JPG",NA,"Sango_L_B__03299_D2_03092024.JPG",3,458,305.9751
189414233,0.4413,-0.5372,0.5879,0.4136,2024-09-03 04:36:36.233,16,-20.287761537,32.269194916,765.4899,3,NA,"Sango_R_A__03263_D2_03092024.JPG",NA,"Sango_L_B__03300_D2_03092024.JPG",3,460,305.4899
189417633,0.4389,-0.5417,0.5867,0.4119,2024-09-03 04:36:39.633,16,-20.287752857,32.267635763,768.671,3.4,NA,"Sango_R_A__03264_D2_03092024.JPG",NA,"Sango_L_B__03301_D2_03092024.JPG",4,462,306.671
189420633,0.4388,-0.5403,0.5869,0.4136,2024-09-03 04:36:42.633,16,-20.287728168,32.2662749,769.0082,3,NA,"Sango_R_A__03265_D2_03092024.JPG",NA,"Sango_L_B__03302_D2_03092024.JPG",3,458,311.0082
189424034,0.4379,-0.5413,0.5875,0.4125,2024-09-03 04:36:46.034,16,-20.287696344,32.264745026,768.7422,3.401,NA,"Sango_R_A__03266_D2_03092024.JPG",NA,"Sango_L_B__03303_D2_03092024.JPG",3,462,306.7422
189427434,0.4358,-0.5443,0.5888,0.4088,2024-09-03 04:36:49.434,16,-20.287666747,32.263224878,770.0484,3.4,NA,"Sango_R_A__03267_D2_03092024.JPG",NA,"Sango_L_B__03304_D2_03092024.JPG",4,462,308.0484
189430434,0.4391,-0.5421,0.5877,0.4098,2024-09-03 04:36:52.434,16,-20.28763774,32.26188768,770.3155,3,NA,"Sango_R_A__03268_D2_03092024.JPG",NA,"Sango_L_B__03305_D2_03092024.JPG",3,464,306.3155
189433834,0.4355,-0.5454,0.5892,0.4071,2024-09-03 04:36:55.834,16,-20.287599173,32.260384032,770.5595,3.4,NA,"Sango_R_A__03269_D2_03092024.JPG",NA,"Sango_L_B__03306_D2_03092024.JPG",3,461,309.5595
189436834,0.4342,-0.544,0.588,0.412,2024-09-03 04:36:58.834,16,-20.287568602,32.259055921,768.7446,3,NA,"Sango_R_A__03270_D2_03092024.JPG",NA,"Sango_L_B__03307_D2_03092024.JPG",3,464,304.7446
189440233,0.4392,-0.5414,0.5829,0.4174,2024-09-03 04:37:02.233,16,-20.287531412,32.257546332,766.6379,3.399,NA,"Sango_R_A__03271_D2_03092024.JPG",NA,"Sango_L_B__03308_D2_03092024.JPG",3,463,303.6379
189443633,0.4362,-0.5419,0.5872,0.4137,2024-09-03 04:37:05.633,16,-20.287503558,32.256041489,766.9034,3.4,NA,"Sango_R_A__03272_D2_03092024.JPG",NA,"Sango_L_B__03309_D2_03092024.JPG",4,468,298.9034
189446633,0.4394,-0.5414,0.585,0.4141,2024-09-03 04:37:08.633,16,-20.287501767,32.254716128,766.4415,3,NA,"Sango_R_A__03273_D2_03092024.JPG",NA,"Sango_L_B__03310_D2_03092024.JPG",3,467,299.4415
189449633,0.4381,-0.5413,0.5881,0.4113,2024-09-03 04:37:11.633,16,-20.287497086,32.253401944,768.6168,3,NA,"Sango_R_A__03274_D2_03092024.JPG",NA,"Sango_L_B__03311_D2_03092024.JPG",3,469,299.6168
189453034,0.4386,-0.5399,0.5875,0.4136,2024-09-03 04:37:15.034,16,-20.287487482,32.251936949,770.5355,3.401,NA,"Sango_R_A__03275_D2_03092024.JPG",NA,"Sango_L_B__03312_D2_03092024.JPG",3,466,304.5355
189456034,0.4394,-0.5353,0.589,0.4165,2024-09-03 04:37:18.034,16,-20.287483648,32.250650514,771.7912,3,NA,"Sango_R_A__03276_D2_03092024.JPG",NA,"Sango_L_B__03313_D2_03092024.JPG",3,468,303.7912
189459434,0.4373,-0.544,0.5873,0.4097,2024-09-03 04:37:21.434,16,-20.287471822,32.249196307,772.5827,3.4,NA,"Sango_R_A__03277_D2_03092024.JPG",NA,"Sango_L_B__03314_D2_03092024.JPG",4,467,305.5827
189462434,0.4374,-0.5489,0.5865,0.4042,2024-09-03 04:37:24.434,16,-20.287450138,32.247920019,770.0081,3,NA,"Sango_R_A__03278_D2_03092024.JPG",NA,"Sango_L_B__03315_D2_03092024.JPG",3,467,303.0081
189465834,0.438,-0.5417,0.5856,0.4145,2024-09-03 04:37:27.834,16,-20.287423691,32.246458195,767.4015,3.4,NA,"Sango_R_A__03279_D2_03092024.JPG",NA,"Sango_L_B__03316_D2_03092024.JPG",3,469,298.4015
189469233,0.4389,-0.5422,0.5863,0.4119,2024-09-03 04:37:31.233,16,-20.287421619,32.244989066,765.9491,3.399,NA,"Sango_R_A__03280_D2_03092024.JPG",NA,"Sango_L_B__03317_D2_03092024.JPG",3,470,295.9491
189472233,0.436,-0.5449,0.588,0.409,2024-09-03 04:37:34.233,16,-20.287407204,32.243696823,767.3002,3,NA,"Sango_R_A__03281_D2_03092024.JPG",NA,"Sango_L_B__03318_D2_03092024.JPG",3,468,299.3002
189475633,0.438,-0.5365,0.5893,0.416,2024-09-03 04:37:37.633,16,-20.287397703,32.242246216,768.0016,3.4,NA,"Sango_R_A__03282_D2_03092024.JPG",NA,"Sango_L_B__03319_D2_03092024.JPG",4,468,300.0016
189478633,0.436,-0.5429,0.5876,0.4122,2024-09-03 04:37:40.633,16,-20.287387408,32.240973196,769.5213,3,NA,"Sango_R_A__03283_D2_03092024.JPG",NA,"Sango_L_B__03320_D2_03092024.JPG",3,471,298.5213
189482034,0.4379,-0.5397,0.5881,0.4137,2024-09-03 04:37:44.034,16,-20.287348478,32.239529211,767.4374,3.401,NA,"Sango_R_A__03284_D2_03092024.JPG",NA,"Sango_L_B__03321_D2_03092024.JPG",3,468,299.4374
189485034,0.4379,-0.5403,0.5883,0.4125,2024-09-03 04:37:47.034,16,-20.287315336,32.238246753,766.9056,3,NA,"Sango_R_A__03285_D2_03092024.JPG",NA,"Sango_L_B__03322_D2_03092024.JPG",3,471,295.9056
189488434,0.432,-0.5418,0.5839,0.4231,2024-09-03 04:37:50.434,16,-20.287288234,32.236800964,768.0593,3.4,NA,"Sango_R_A__03286_D2_03092024.JPG",NA,"Sango_L_B__03323_D2_03092024.JPG",4,470,298.0593
189491434,0.4388,-0.5388,0.588,0.414,2024-09-03 04:37:53.434,16,-20.287265508,32.235525897,768.6113,3,NA,"Sango_R_A__03287_D2_03092024.JPG",NA,"Sango_L_B__03324_D2_03092024.JPG",3,473,295.6113
189494834,0.4381,-0.5409,0.5898,0.4093,2024-09-03 04:37:56.834,16,-20.287251548,32.234079632,767.1012,3.4,NA,"Sango_R_A__03288_D2_03092024.JPG",NA,"Sango_L_B__03325_D2_03092024.JPG",3,471,296.1012
189498233,0.4376,-0.5422,0.5889,0.4095,2024-09-03 04:38:00.233,16,-20.287234583,32.232619819,767.3848,3.399,NA,"Sango_R_A__03289_D2_03092024.JPG",NA,"Sango_L_B__03326_D2_03092024.JPG",3,471,296.3848
189501233,0.4396,-0.5402,0.5877,0.4118,2024-09-03 04:38:03.233,16,-20.287212903,32.231325906,768.5129,3,NA,"Sango_R_A__03290_D2_03092024.JPG",NA,"Sango_L_B__03327_D2_03092024.JPG",3,474,294.5129
189504633,0.4397,-0.5402,0.5865,0.4133,2024-09-03 04:38:06.633,16,-20.287200616,32.229843225,769.1192,3.4,NA,"Sango_R_A__03291_D2_03092024.JPG",NA,"Sango_L_B__03328_D2_03092024.JPG",4,474,295.1192
189507633,0.4384,-0.5437,0.588,0.408,2024-09-03 04:38:09.633,16,-20.287181998,32.228540607,770.1365,3,NA,"Sango_R_A__03292_D2_03092024.JPG",NA,"Sango_L_B__03329_D2_03092024.JPG",3,472,298.1365
189511034,0.4384,-0.5425,0.5858,0.4127,2024-09-03 04:38:13.034,16,-20.287139489,32.227062929,772.1705,3.401,NA,"Sango_R_A__03293_D2_03092024.JPG",NA,"Sango_L_B__03330_D2_03092024.JPG",3,474,298.1705
189514034,0.4387,-0.5385,0.5841,0.42,2024-09-03 04:38:16.034,16,-20.287117113,32.225766273,771.7952,3,NA,"Sango_R_A__03294_D2_03092024.JPG",NA,"Sango_L_B__03331_D2_03092024.JPG",3,475,296.7952
189517034,0.4395,-0.5456,0.585,0.4085,2024-09-03 04:38:19.034,16,-20.287106751,32.224467544,771.6772,3,NA,"Sango_R_A__03295_D2_03092024.JPG",NA,"Sango_L_B__03332_D2_03092024.JPG",3,478,293.6772
189520433,0.4343,-0.5441,0.5888,0.4107,2024-09-03 04:38:22.433,16,-20.287071349,32.223002544,772.6089,3.399,NA,"Sango_R_A__03296_D2_03092024.JPG",NA,"Sango_L_B__03333_D2_03092024.JPG",4,475,297.6089
189523434,0.4367,-0.5403,0.5871,0.4155,2024-09-03 04:38:25.434,16,-20.287032735,32.221704471,773.1604,3.001,NA,"Sango_R_A__03297_D2_03092024.JPG",NA,"Sango_L_B__03334_D2_03092024.JPG",3,477,296.1604
189526834,0.4373,-0.5428,0.5884,0.4098,2024-09-03 04:38:28.834,16,-20.286973432,32.220234741,773.8993,3.4,NA,"Sango_R_A__03298_D2_03092024.JPG",NA,"Sango_L_B__03335_D2_03092024.JPG",3,480,293.8993
189530233,0.4405,-0.535,0.5898,0.4146,2024-09-03 04:38:32.233,16,-20.286937666,32.218752344,774.1744,3.399,NA,"Sango_R_A__03299_D2_03092024.JPG",NA,"Sango_L_B__03336_D2_03092024.JPG",3,477,297.1744
189533233,0.439,-0.543,0.5868,0.41,2024-09-03 04:38:35.233,16,-20.286925326,32.217452022,773.8609,3,NA,"Sango_R_A__03300_D2_03092024.JPG",NA,"Sango_L_B__03337_D2_03092024.JPG",3,479,294.8609
189536233,0.4392,-0.5424,0.5844,0.414,2024-09-03 04:38:38.233,16,-20.286909583,32.216146765,774.6041,3,NA,"Sango_R_A__03301_D2_03092024.JPG",NA,"Sango_L_B__03338_D2_03092024.JPG",3,480,294.6041
189539633,0.4379,-0.5431,0.5866,0.4112,2024-09-03 04:38:41.633,16,-20.286880908,32.214666017,776.4085,3.4,NA,"Sango_R_A__03302_D2_03092024.JPG",NA,"Sango_L_B__03339_D2_03092024.JPG",4,481,295.4085
189542633,0.4396,-0.5395,0.5877,0.4126,2024-09-03 04:38:44.633,16,-20.286847094,32.21335863,778.7519,3,NA,"Sango_R_A__03303_D2_03092024.JPG",NA,"Sango_L_B__03340_D2_03092024.JPG",3,480,298.7519
189546034,0.4396,-0.5399,0.5884,0.4112,2024-09-03 04:38:48.034,16,-20.286805143,32.211889243,778.8431,3.401,NA,"Sango_R_A__03304_D2_03092024.JPG",NA,"Sango_L_B__03341_D2_03092024.JPG",3,483,295.8431
189549434,0.4379,-0.5394,0.5875,0.4149,2024-09-03 04:38:51.434,16,-20.286778338,32.210412207,779.6468,3.4,NA,"Sango_R_A__03305_D2_03092024.JPG",NA,"Sango_L_B__03342_D2_03092024.JPG",4,485,294.6468
189552434,0.4394,-0.5416,0.5868,0.4114,2024-09-03 04:38:54.434,16,-20.286762576,32.209114856,780.0555,3,NA,"Sango_R_A__03306_D2_03092024.JPG",NA,"Sango_L_B__03343_D2_03092024.JPG",3,483,297.0555
189555834,0.4384,-0.5404,0.5867,0.4142,2024-09-03 04:38:57.834,16,-20.286739067,32.207646352,782.0251,3.4,NA,"Sango_R_A__03307_D2_03092024.JPG",NA,"Sango_L_B__03344_D2_03092024.JPG",3,484,298.0251
189559233,0.4403,-0.5391,0.5861,0.4147,2024-09-03 04:39:01.233,16,-20.286715264,32.206182085,783.404,3.399,NA,"Sango_R_A__03308_D2_03092024.JPG",NA,"Sango_L_B__03345_D2_03092024.JPG",3,483,300.404
189562233,0.44,-0.5433,0.5841,0.4123,2024-09-03 04:39:04.233,16,-20.286702375,32.204888576,783.6719,3,NA,"Sango_R_A__03309_D2_03092024.JPG",NA,"Sango_L_B__03346_D2_03092024.JPG",3,484,299.6719
189565633,0.4401,-0.5429,0.5864,0.4095,2024-09-03 04:39:07.633,16,-20.286703457,32.203423322,783.6659,3.4,NA,"Sango_R_A__03310_D2_03092024.JPG",NA,"Sango_L_B__03347_D2_03092024.JPG",4,487,296.6659
189568633,0.4391,-0.5437,0.5857,0.4107,2024-09-03 04:39:10.633,16,-20.286699546,32.202129454,784.6942,3,NA,"Sango_R_A__03311_D2_03092024.JPG",NA,"Sango_L_B__03348_D2_03092024.JPG",3,484,300.6942
189571633,0.4387,-0.5425,0.5854,0.4129,2024-09-03 04:39:13.633,16,-20.286691608,32.200835833,784.6042,3,NA,"Sango_R_A__03312_D2_03092024.JPG",NA,"Sango_L_B__03349_D2_03092024.JPG",3,486,298.6042
189575034,0.4406,-0.5412,0.5852,0.4129,2024-09-03 04:39:17.034,16,-20.286671214,32.199367721,786.018,3.401,NA,"Sango_R_A__03313_D2_03092024.JPG",NA,"Sango_L_B__03350_D2_03092024.JPG",3,485,301.018
189578034,0.4385,-0.542,0.5864,0.4124,2024-09-03 04:39:20.034,16,-20.286649864,32.198064048,784.7115,3,NA,"Sango_R_A__03314_D2_03092024.JPG",NA,"Sango_L_B__03351_D2_03092024.JPG",3,489,295.7115
189581434,0.4382,-0.5433,0.5855,0.4123,2024-09-03 04:39:23.434,16,-20.286637896,32.196579795,785.4055,3.4,NA,"Sango_R_A__03315_D2_03092024.JPG",NA,"Sango_L_B__03352_D2_03092024.JPG",4,486,299.4055
189584834,0.4383,-0.5418,0.5868,0.4123,2024-09-03 04:39:26.834,16,-20.286625001,32.195102349,787.646,3.4,NA,"Sango_R_A__03316_D2_03092024.JPG",NA,"Sango_L_B__03353_D2_03092024.JPG",3,487,300.646
189587834,0.4391,-0.5426,0.5858,0.4119,2024-09-03 04:39:29.834,16,-20.286605331,32.193796773,789.67,3,NA,"Sango_R_A__03317_D2_03092024.JPG",NA,"Sango_L_B__03354_D2_03092024.JPG",3,488,301.67
189591233,0.4383,-0.5416,0.5865,0.4129,2024-09-03 04:39:33.233,16,-20.286577721,32.192328409,791.4188,3.399,NA,"Sango_R_A__03318_D2_03092024.JPG",NA,"Sango_L_B__03355_D2_03092024.JPG",3,490,301.4188
189594233,0.4403,-0.539,0.5874,0.4131,2024-09-03 04:39:36.233,16,-20.286558673,32.191042327,793.1616,3,NA,"Sango_R_A__03319_D2_03092024.JPG",NA,"Sango_L_B__03356_D2_03092024.JPG",3,491,302.1616
189597233,0.4411,-0.543,0.5851,0.4101,2024-09-03 04:39:39.233,16,-20.286530372,32.189758222,795.3477,3,NA,"Sango_R_A__03320_D2_03092024.JPG",NA,"Sango_L_B__03357_D2_03092024.JPG",3,491,304.3477
189600633,0.4399,-0.5431,0.585,0.4115,2024-09-03 04:39:42.633,16,-20.286494137,32.188303731,796.3417,3.4,NA,"Sango_R_A__03321_D2_03092024.JPG",NA,"Sango_L_B__03358_D2_03092024.JPG",4,490,306.3417
189603633,0.4387,-0.5434,0.586,0.411,2024-09-03 04:39:45.633,16,-20.286457452,32.187024775,796.7998,3,NA,"Sango_R_A__03322_D2_03092024.JPG",NA,"Sango_L_B__03359_D2_03092024.JPG",3,493,303.7998
189607034,0.4395,-0.5399,0.587,0.4133,2024-09-03 04:39:49.034,16,-20.286435353,32.185571564,796.4772,3.401,NA,"Sango_R_A__03323_D2_03092024.JPG",NA,"Sango_L_B__03360_D2_03092024.JPG",3,492,304.4772
189610434,0.4393,-0.5424,0.5848,0.4134,2024-09-03 04:39:52.434,16,-20.286425184,32.18410719,795.2919,3.4,NA,"Sango_R_A__03324_D2_03092024.JPG",NA,"Sango_L_B__03361_D2_03092024.JPG",4,491,304.2919
189613434,0.437,-0.5454,0.5839,0.4131,2024-09-03 04:39:55.434,16,-20.286404188,32.182809354,795.8981,3,NA,"Sango_R_A__03325_D2_03092024.JPG",NA,"Sango_L_B__03362_D2_03092024.JPG",3,492,303.8981
189616834,0.4385,-0.5414,0.5871,0.4121,2024-09-03 04:39:58.834,16,-20.286380275,32.18133984,796.9002,3.4,NA,"Sango_R_A__03326_D2_03092024.JPG",NA,"Sango_L_B__03363_D2_03092024.JPG",3,496,300.9002
189620233,0.4365,-0.5459,0.5845,0.4121,2024-09-03 04:40:02.233,16,-20.286350317,32.179883617,798.6997,3.399,NA,"Sango_R_A__03327_D2_03092024.JPG",NA,"Sango_L_B__03364_D2_03092024.JPG",3,498,300.6997
189623233,0.4379,-0.5449,0.5861,0.4097,2024-09-03 04:40:05.233,16,-20.286326753,32.178600007,798.2277,3,NA,"Sango_R_A__03328_D2_03092024.JPG",NA,"Sango_L_B__03365_D2_03092024.JPG",3,493,305.2277
189626633,0.4404,-0.5419,0.5851,0.4125,2024-09-03 04:40:08.633,16,-20.286310574,32.17713493,798.0663,3.4,NA,"Sango_R_A__03329_D2_03092024.JPG",NA,"Sango_L_B__03366_D2_03092024.JPG",4,494,304.0663
189629633,0.4401,-0.5424,0.5858,0.411,2024-09-03 04:40:11.633,16,-20.286284454,32.175840477,798.445,3,NA,"Sango_R_A__03330_D2_03092024.JPG",NA,"Sango_L_B__03367_D2_03092024.JPG",3,494,304.445
189632633,0.4321,-0.54,0.5867,0.4213,2024-09-03 04:40:14.633,16,-20.286248564,32.174548075,799.2953,3,NA,"Sango_R_A__03331_D2_03092024.JPG",NA,"Sango_L_B__03368_D2_03092024.JPG",3,497,302.2953
189636034,0.4374,-0.545,0.5821,0.4158,2024-09-03 04:40:18.034,16,-20.286228462,32.17308257,799.9512,3.401,NA,"Sango_R_A__03332_D2_03092024.JPG",NA,"Sango_L_B__03369_D2_03092024.JPG",3,499,300.9512
189639434,0.4391,-0.5418,0.5844,0.4149,2024-09-03 04:40:21.434,16,-20.286214832,32.171616513,799.4073,3.4,NA,"Sango_R_A__03333_D2_03092024.JPG",NA,"Sango_L_B__03370_D2_03092024.JPG",4,497,302.4073
189642434,0.4386,-0.5417,0.5874,0.4113,2024-09-03 04:40:24.434,16,-20.286198777,32.17032056,799.3557,3,NA,"Sango_R_A__03334_D2_03092024.JPG",NA,"Sango_L_B__03371_D2_03092024.JPG",3,498,301.3557
189645834,0.4386,-0.5427,0.5866,0.4112,2024-09-03 04:40:27.834,16,-20.286170558,32.168846904,799.9195,3.4,NA,"Sango_R_A__03335_D2_03092024.JPG",NA,"Sango_L_B__03372_D2_03092024.JPG",3,498,301.9195
189648834,0.4377,-0.546,0.5856,0.4092,2024-09-03 04:40:30.834,16,-20.286148216,32.167546789,800.2889,3,NA,"Sango_R_A__03336_D2_03092024.JPG",NA,"Sango_L_B__03373_D2_03092024.JPG",3,499,301.2889
189652233,0.4408,-0.5425,0.5875,0.4078,2024-09-03 04:40:34.233,16,-20.286129977,32.166074789,801.0228,3.399,NA,"Sango_R_A__03337_D2_03092024.JPG",NA,"Sango_L_B__03374_D2_03092024.JPG",3,499,302.0228
189655633,0.439,-0.5421,0.5859,0.4126,2024-09-03 04:40:37.633,16,-20.286111811,32.164603467,802.2767,3.4,NA,"Sango_R_A__03338_D2_03092024.JPG",NA,"Sango_L_B__03375_D2_03092024.JPG",4,500,302.2767
189658633,0.4395,-0.541,0.5869,0.412,2024-09-03 04:40:40.633,16,-20.286082539,32.163307623,804.8763,3,NA,"Sango_R_A__03339_D2_03092024.JPG",NA,"Sango_L_B__03376_D2_03092024.JPG",3,503,301.8763
189662034,0.4406,-0.541,0.5861,0.4119,2024-09-03 04:40:44.034,16,-20.286047841,32.161850638,806.8548,3.401,NA,"Sango_R_A__03340_D2_03092024.JPG",NA,"Sango_L_B__03377_D2_03092024.JPG",3,505,301.8548
